,price
8416,360000
8417,499160
8418,1375000
8419,510000
8420,659000
8421,2453500
8422,426000
8423,368000
8424,354000
8425,547500
8426,378000
8427,325000
8428,315500
8429,297975
8430,565000
8431,525000
8432,303697
8433,510000
8434,372500
8435,504500
8436,265000
8437,438000
8438,470000
8439,369000
8440,638000
8441,710000
8442,375000
8443,698000
8444,590000
8445,535000
8446,650000
8447,725000
8448,476000
8449,320000
8450,359950
8451,550000
8452,150000
8453,720000
8454,620000
8455,271500
8456,630000
8457,625000
8458,556300
8459,660000
8460,1900000
8461,517000
8462,509500
8463,485000
8464,550000
8465,186375
8466,328000
8467,1965000
8468,719000
8469,458000
8470,336800
8471,970000
8472,500000
8473,630000
8474,239000
8475,575000
8476,234000
8477,347500
8478,245000
8479,395000
8480,392400
8481,366000
8482,135000
8483,1698890
8484,707000
8485,257000
8486,527000
8487,410000
8488,292000
8489,525000
8490,575000
8491,310000
8492,555000
8493,369950
8494,726888
8495,440000
8496,507000
8497,560000
8498,249000
8499,280000
8500,971000
8501,675000
8502,255000
8503,517000
8504,280000
8505,903000
8506,160000
8507,400000
8508,434500
8509,950000
8510,270000
8511,299950
8512,365000
8513,700000
8514,190000
8515,412500
8516,550000
8517,435000
8518,587000
8519,930800
8520,370000
8521,452000
8522,1465000
8523,188000
8524,400000
8525,310000
8526,325000
8527,573300
8528,178500
8529,447000
8530,260000
8531,460000
8532,430000
8533,509990
8534,1005000
8535,650000
8536,454000
8537,422500
8538,1050000
8539,583000
8540,2350000
8541,315000
8542,306000
8543,460000
8544,244000
8545,279000
8546,580000
8547,295000
8548,850000
8549,595000
8550,550000
8551,425000
8552,725000
8553,1160000
8554,355000
8555,370000
8556,319000
8557,235000
8558,800500
8559,1550000
8560,525000
8561,616500
8562,435000
8563,572000
8564,865000
8565,432100
8566,235000
8567,470000
8568,229000
8569,295832
8570,243000
8571,560000
8572,1365000
8573,195000
8574,626700
8575,272000
8576,650000
8577,510000
8578,590000
8579,507500
8580,633000
8581,275000
8582,418000
8583,685000
8584,583000
8585,228000
8586,328000
8587,350000
8588,600000
8589,175000
8590,265000
8591,375000
8592,306000
8593,155000
8594,540000
8595,855000
8596,400000
8597,659950
8598,163800
8599,750000
8600,387500
8601,1387800
8602,212500
8603,213800
8604,580000
8605,329000
8606,750000
8607,399950
8608,353000
8609,270000
8610,239950
8611,360000
8612,449950
8613,475000
8614,386000
8615,808000
8616,390000
8617,261000
8618,571000
8619,350000
8620,641000
8621,1200000
8622,345000
8623,150000
8624,306000
8625,320000
8626,2384000
8627,235000
8628,256000
8629,1000000
8630,535000
8631,626000
8632,1270000
8633,357000
8634,279000
8635,227000
8636,265000
8637,605000
8638,665000
8639,455000
8640,418000
8641,190000
8642,525000
8643,667000
8644,320900
8645,493000
8646,345000
8647,550000
8648,645000
8649,392000
8650,148000
8651,260000
8652,259500
8653,405000
8654,263900
8655,530000
8656,537000
8657,400000
8658,762300
8659,1755000
8660,290900
8661,947500
8662,410000
8663,654000
8664,729000
8665,306000
8666,570000
8667,767250
8668,313100
8669,268000
8670,1340000
8671,425000
8672,2385000
8673,491000
8674,531000
8675,404000
8676,140000
8677,459000
8678,570000
8679,332000
8680,700000
8681,1345000
8682,486000
8683,240000
8684,675000
8685,480000
8686,725000
8687,370000
8688,1442500
8689,940000
8690,280000
8691,367500
8692,250000
8693,631500
8694,408000
8695,320000
8696,335000
8697,315000
8698,617000
8699,249900
8700,715000
8701,725000
8702,425000
8703,360000
8704,286000
8705,315000
8706,360000
8707,229950
8708,265000
8709,280950
8710,360000
8711,350500
8712,972000
8713,585000
8714,349170
8715,349000
8716,297000
8717,535000
8718,263000
8719,898000
8720,213000
8721,580000
8722,925000
8723,165000
8724,799000
8725,473000
8726,339000
8727,1104500
8728,526000
8729,440000
8730,931088
8731,437500
8732,450000
8733,373000
8734,888990
8735,359950
8736,672500
8737,270000
8738,438800
8739,355000
8740,250000
8741,580000
8742,310000
8743,253500
8744,700000
8745,238000
8746,490000
8747,528000
8748,279950
8749,685000
8750,936000
8751,2125000
8752,700000
8753,540000
8754,550000
8755,425000
8756,299000
8757,185000
8758,518000
8759,360000
8760,850000
8761,250000
8762,608000
8763,210000
8764,800000
8765,255000
8766,220000
8767,260000
8768,395000
8769,445000
8770,410000
8771,394900
8772,605000
8773,515000
8774,850830
8775,275000
8776,306000
8777,379000
8778,850000
8779,335000
8780,490000
8781,505000
8782,549000
8783,155000
8784,208000
8785,499950
8786,543000
8787,375000
8788,420000
8789,387500
8790,515000
8791,306000
8792,720000
8793,470000
8794,430000
8795,780000
8796,419950
8797,572000
8798,884744
8799,738500
8800,435000
8801,235000
8802,572500
8803,350000
8804,327500
8805,492500
8806,304000
8807,520000
8808,175000
8809,851500
8810,530000
8811,480000
8812,466950
8813,188000
8814,650000
8815,320000
8816,175000
8817,854000
8818,480000
8819,430000
8820,2532000
8821,800000
8822,466000
8823,635000
8824,782000
8825,450000
8826,306000
8827,290000
8828,643000
8829,235000
8830,925000
8831,310000
8832,1035000
8833,845000
8834,645000
8835,438950
8836,704000
8837,524000
8838,490000
8839,180000
8840,425000
8841,595500
8842,783000
8843,368000
8844,187300
8845,374950
8846,114000
8847,657044
8848,359000
8849,640000
8850,670000
8851,571500
8852,410000
8853,542300
8854,1650000
8855,355950
8856,640000
8857,279950
8858,703770
8859,355000
8860,1150000
8861,526750
8862,291000
8863,270000
8864,244000
8865,835000
8866,835000
8867,495000
8868,470450
8869,270000
8870,510000
8871,450000
8872,355000
8873,359000
8874,720000
8875,255000
8876,158550
8877,325000
8878,721000
8879,499000
8880,274900
8881,485000
8882,2000000
8883,318000
8884,343000
8885,850000
8886,270000
8887,305000
8888,235000
8889,545000
8890,545000
8891,680000
8892,652427
8893,413000
8894,350000
8895,176000
8896,625000
8897,245000
8898,265500
8899,301000
8900,435000
8901,252000
8902,860000
8903,250000
8904,530000
8905,329950
8906,330000
8907,310000
8908,158000
8909,622100
8910,325000
8911,675000
8912,310000
8913,334950
8914,225000
8915,460000
8916,179950
8917,481000
8918,563000
8919,950968
8920,1321500
8921,400000
8922,217000
8923,590000
8924,483000
8925,490000
8926,295000
8927,544000
8928,248000
8929,590000
8930,355000
8931,250000
8932,570000
8933,902500
8934,769000
8935,453500
8936,603000
8937,180000
8938,774000
8939,211000
8940,361000
8941,530000
8942,720000
8943,870000
8944,610000
8945,464500
8946,535000
8947,339000
8948,354000
8949,699950
8950,496000
8951,650000
8952,450000
8953,925000
8954,517950
8955,750000
8956,357186
8957,432000
8958,390000
8959,575000
8960,628000
8961,414500
8962,459950
8963,820000
8964,285000
8965,825000
8966,830000
8967,255000
8968,380000
8969,689000
8970,721000
8971,534500
8972,229950
8973,339950
8974,357562
8975,459000
8976,220000
8977,925000
8978,435500
8979,290000
8980,822600
8981,575000
8982,910000
8983,259950
8984,635000
8985,675000
8986,242025
8987,643500
8988,490000
8989,402500
8990,241000
8991,290000
8992,456000
8993,496000
8994,290000
8995,936000
8996,615000
8997,425000
8998,412000
8999,320000
9000,559000
9001,440000
9002,470000
9003,600000
9004,295000
9005,340000
9006,289000
9007,500000
9008,405000
9009,545000
9010,425000
9011,323000
9012,395000
9013,1750000
9014,502000
9015,413565
9016,275000
9017,760000
9018,445000
9019,557510
9020,425000
9021,322500
9022,475000
9023,625000
9024,230000
9025,395000
9026,453000
9027,714000
9028,390000
9029,685000
9030,322500
9031,560000
9032,705000
9033,322500
9034,346500
9035,653000
9036,405000
9037,629000
9038,185000
9039,565000
9040,585000
9041,800000
9042,299000
9043,450000
9044,535000
9045,475000
9046,635000
9047,321500
9048,392500
9049,516500
9050,420000
9051,560000
9052,460000
9053,895000
9054,752500
9055,524000
9056,175000
9057,690000
9058,930000
9059,315000
9060,310000
9061,515000
9062,475000
9063,240000
9064,552500
9065,830000
9066,615000
9067,990000
9068,635000
9069,620000
9070,360000
9071,400000
9072,199990
9073,4489000
9074,255000
9075,600000
9076,320000
9077,620000
9078,582000
9079,522500
9080,336000
9081,375000
9082,276000
9083,725000
9084,625000
9085,225000
9086,530000
9087,230000
9088,209950
9089,474950
9090,580000
9091,1206690
9092,725000
9093,246000
9094,280017
9095,255000
9096,462500
9097,670000
9098,475000
9099,335500
9100,525000
9101,1590000
9102,345000
9103,190000
9104,1750000
9105,299000
9106,234000
9107,325000
9108,822000
9109,405000
9110,808000
9111,272000
9112,379000
9113,700000
9114,1050000
9115,1900000
9116,638700
9117,336500
9118,919990
9119,355000
9120,285650
9121,348000
9122,237600
9123,975000
9124,515000
9125,230000
9126,193000
9127,485000
9128,1610000
9129,230000
9130,1080000
9131,199000
9132,975000
9133,465000
9134,470000
9135,449000
9136,347000
9137,322000
9138,271920
9139,729999
9140,512500
9141,380500
9142,310950
9143,295000
9144,445000
9145,453000
9146,546500
9147,348580
9148,220000
9149,367000
9150,539500
9151,435000
9152,806000
9153,529100
9154,1500000
9155,492000
9156,675000
9157,275000
9158,623500
9159,450000
9160,260000
9161,463800
9162,425000
9163,249900
9164,2200000
9165,384950
9166,535000
9167,580000
9168,250000
9169,410000
9170,239000
9171,342000
9172,289000
9173,269950
9174,1027000
9175,260000
9176,265000
9177,461000
9178,334950
9179,485000
9180,261000
9181,655000
9182,790000
9183,902000
9184,640000
9185,998000
9186,303000
9187,665000
9188,260000
9189,525000
9190,401000
9191,240000
9192,279950
9193,289950
9194,495000
9195,357000
9196,451000
9197,359000
9198,335000
9199,672500
9200,278000
9201,1079000
9202,3000000
9203,310000
9204,524000
9205,450000
9206,480000
9207,749950
9208,529000
9209,250000
9210,450000
9211,624800
9212,361000
9213,417200
9214,279950
9215,294000
9216,1600000
9217,313000
9218,1120000
9219,351000
9220,1020000
9221,749950
9222,350000
9223,1085000
9224,440000
9225,150000
9226,455000
9227,390000
9228,550000
9229,557865
9230,455000
9231,395000
9232,576925
9233,1620000
9234,1500000
9235,390000
9236,475000
9237,795000
9238,559950
9239,700000
9240,1295000
9241,565000
9242,1012000
9243,2575000
9244,435000
9245,499950
9246,655000
9247,481015
9248,840000
9249,477500
9250,1425000
9251,660000
9252,728000
9253,511100
9254,217000
9255,475000
9256,345000
9257,252000
9258,445000
9259,815000
9260,546800
9261,416500
9262,370000
9263,305000
9264,5110800
9265,350000
9266,308000
9267,369900
9268,520000
9269,382000
9270,1063000
9271,176500
9272,865000
9273,911100
9274,323400
9275,275000
9276,271500
9277,460000
9278,302000
9279,978000
9280,625000
9281,370000
9282,276900
9283,310000
9284,308500
9285,373000
9286,417000
9287,271000
9288,490000
9289,351000
9290,275000
9291,410000
9292,232000
9293,185000
9294,169000
9295,489000
9296,275000
9297,695000
9298,700000
9299,1600000
9300,398000
9301,280000
9302,497000
9303,1185000
9304,219000
9305,289900
9306,350000
9307,172040
9308,343500
9309,607500
9310,569000
9311,367950
9312,349950
9313,640500
9314,554000
9315,635000
9316,472000
9317,1003000
9318,2795000
9319,582000
9320,247000
9321,631000
9322,700000
9323,813000
9324,435000
9325,505000
9326,240000
9327,288000
9328,430000
9329,402500
9330,530000
9331,171800
9332,700000
9333,643500
9334,440000
9335,393000
9336,863500
9337,189000
9338,390000
9339,315450
9340,682000
9341,792000
9342,765000
9343,1550000
9344,355000
9345,204950
9346,245000
9347,399000
9348,699000
9349,199950
9350,1780000
9351,475000
9352,260000
9353,1620500
9354,435000
9355,488000
9356,410000
9357,153000
9358,295000
9359,565000
9360,598992
9361,461000
9362,507200
9363,240000
9364,783350
9365,247000
9366,335000
9367,437000
9368,298700
9369,690000
9370,589000
9371,615000
9372,420000
9373,555000
9374,1000000
9375,585000
9376,209950
9377,420000
9378,340000
9379,621500
9380,310650
9381,307150
9382,180000
9383,175000
9384,309000
9385,360000
9386,556000
9387,565000
9388,265000
9389,279000
9390,220000
9391,525000
9392,378000
9393,302000
9394,358000
9395,400000
9396,200000
9397,780000
9398,525000
9399,865000
9400,341000
9401,300000
9402,245000
9403,337000
9404,715000
9405,610000
9406,544999
9407,415000
9408,478500
9409,215000
9410,900000
9411,875000
9412,200000
9413,634950
9414,960000
9415,650100
9416,735000
9417,461100
9418,353500
9419,527000
9420,470500
9421,437000
9422,700000
9423,250000
9424,575000
9425,960000
9426,122000
9427,151000
9428,235000
9429,323000
9430,998500
9431,300000
9432,355000
9433,330000
9434,570000
9435,475000
9436,800000
9437,395000
9438,849000
9439,435000
9440,991500
9441,284000
9442,350000
9443,210000
9444,383000
9445,563000
9446,739000
9447,812000
9448,365000
9449,364988
9450,285500
9451,392800
9452,1578000
9453,195000
9454,985000
9455,550000
9456,445000
9457,374000
9458,380000
9459,255900
9460,399950
9461,351358
9462,284000
9463,655000
9464,329900
9465,395000
9466,318000
9467,277500
9468,1075000
9469,579950
9470,280000
9471,889950
9472,689000
9473,587750
9474,292000
9475,175000
9476,188000
9477,200000
9478,295000
9479,218000
9480,484950
9481,305000
9482,407500
9483,263500
9484,440000
9485,770126
9486,400000
9487,510000
9488,399700
9489,160000
9490,585000
9491,356000
9492,279000
9493,670000
9494,455000
9495,410000
9496,299900
9497,342000
9498,1640000
9499,239000
9500,512000
9501,990000
9502,710000
9503,332000
9504,355000
9505,551000
9506,498000
9507,431000
9508,320600
9509,99000
9510,439000
9511,675000
9512,593000
9513,582500
9514,383000
9515,2700000
9516,415000
9517,350000
9518,553500
9519,290000
9520,509000
9521,950000
9522,259875
9523,1450000
9524,560000
9525,419190
9526,160134
9527,457500
9528,659950
9529,195000
9530,729999
9531,631750
9532,345000
9533,280000
9534,625250
9535,584000
9536,170000
9537,1950000
9538,325000
9539,439000
9540,289950
9541,275000
9542,359950
9543,410000
9544,406500
9545,446000
9546,276000
9547,240000
9548,328500
9549,535000
9550,400000
9551,356000
9552,296000
9553,765000
9554,774950
9555,765000
9556,530000
9557,450000
9558,550000
9559,237000
9560,1275000
9561,283000
9562,230000
9563,387000
9564,521450
9565,436500
9566,405000
9567,400000
9568,815000
9569,492000
9570,1103990
9571,300000
9572,309950
9573,575000
9574,215000
9575,410000
9576,425000
9577,753000
9578,1000000
9579,535000
9580,1320000
9581,395000
9582,425000
9583,290000
9584,701000
9585,243000
9586,905000
9587,440000
9588,402500
9589,350000
9590,414900
9591,432000
9592,440000
9593,1195000
9594,300000
9595,265050
9596,480000
9597,440000
9598,309933
9599,1137500
9600,515000
9601,539000
9602,367400
9603,232000
9604,348450
9605,377000
9606,447500
9607,399950
9608,2298000
9609,399900
9610,260600
9611,230000
9612,580000
9613,545000
9614,287000
9615,180000
9616,654000
9617,600000
9618,589000
9619,272000
9620,675000
9621,417500
9622,375000
9623,457500
9624,613000
9625,245000
9626,439500
9627,530000
9628,245000
9629,352000
9630,1670000
9631,728725
9632,219950
9633,495000
9634,517500
9635,420000
9636,240000
9637,261500
9638,1399000
9639,660000
9640,535000
9641,375000
9642,590000
9643,350000
9644,217000
9645,467000
9646,247000
9647,470101
9648,520000
9649,391500
9650,805000
9651,380000
9652,400200
9653,298000
9654,375000
9655,230950
9656,199950
9657,665000
9658,433000
9659,440000
9660,325088
9661,760000
9662,481000
9663,260000
9664,569000
9665,465000
9666,353000
9667,798800
9668,537000
9669,389000
9670,829900
9671,325000
9672,470000
9673,897500
9674,430000
9675,300000
9676,347000
9677,561000
9678,535000
9679,472000
9680,216180
9681,319000
9682,400000
9683,1600000
9684,2400000
9685,525000
9686,467000
9687,244000
9688,610000
9689,455000
9690,690000
9691,324500
9692,2546000
9693,616750
9694,299990
9695,275000
9696,359000
9697,415000
9698,152000
9699,560000
9700,249000
9701,254000
9702,336500
9703,303000
9704,572000
9705,640000
9706,386500
9707,260000
9708,415000
9709,340000
9710,325000
9711,483000
9712,223000
9713,1220000
9714,727160
9715,240000
9716,358000
9717,1570000
9718,359800
9719,780000
9720,820000
9721,751000
9722,252500
9723,250000
9724,368000
9725,180000
9726,410000
9727,580000
9728,739000
9729,300000
9730,500000
9731,350000
9732,762000
9733,833000
9734,528000
9735,379500
9736,261590
9737,443500
9738,581000
9739,323800
9740,275000
9741,202000
9742,600000
9743,615000
9744,915000
9745,1047000
9746,200000
9747,354000
9748,225000
9749,540000
9750,269000
9751,895000
9752,515000
9753,220000
9754,681000
9755,445000
9756,390000
9757,1126000
9758,347000
9759,345000
9760,760000
9761,328000
9762,1140000
9763,412000
9764,400000
9765,364000
9766,320000
9767,833000
9768,324950
9769,375000
9770,179950
9771,890900
9772,565000
9773,275000
9774,560000
9775,536000
9776,270500
9777,440000
9778,267000
9779,375000
9780,295000
9781,250000
9782,390000
9783,135000
9784,575000
9785,314000
9786,335000
9787,1050000
9788,499000
9789,478000
9790,591000
9791,490000
9792,709000
9793,404600
9794,250000
9795,483300
9796,388500
9797,250000
9798,880000
9799,539950
9800,308000
9801,532500
9802,790000
9803,272000
9804,535000
9805,525000
9806,572500
9807,222400
9808,574950
9809,222500
9810,484950
9811,305000
9812,687000
9813,627000
9814,620000
9815,611000
9816,305000
9817,688000
9818,212000
9819,275000
9820,710000
9821,471000
9822,215000
9823,375000
9824,800000
9825,425000
9826,209000
9827,624000
9828,365000
9829,429900
9830,626000
9831,550000
9832,1582500
9833,850000
9834,294950
9835,439990
9836,549950
9837,795000
9838,390000
9839,608000
9840,420000
9841,785000
9842,424950
9843,405600
9844,725000
9845,337000
9846,399500
9847,335000
9848,652000
9849,279000
9850,350000
9851,550000
9852,420000
9853,541500
9854,456500
9855,327555
9856,700500
9857,553000
9858,360000
9859,1247000
9860,333000
9861,305000
9862,300000
9863,215000
9864,330000
9865,710000
9866,390000
9867,823000
9868,217000
9869,479950
9870,577000
9871,746500
9872,395000
9873,319000
9874,399950
9875,775000
9876,515000
9877,382000
9878,368000
9879,634000
9880,569000
9881,352000
9882,699000
9883,460000
9884,356500
9885,750000
9886,419000
9887,385000
9888,408000
9889,747000
9890,530000
9891,1730000
9892,510000
9893,200126
9894,378950
9895,355000
9896,316500
9897,147500
9898,810000
9899,480000
9900,525000
9901,730000
9902,599950
9903,245000
9904,799950
9905,423500
9906,402000
9907,376000
9908,214100
9909,998500
9910,449000
9911,435000
9912,1047500
9913,305000
9914,230000
9915,270000
9916,570000
9917,565000
9918,580000
9919,1100000
9920,250000
9921,640000
9922,362500
9923,665000
9924,476000
9925,1150000
9926,550700
9927,828500
9928,200000
9929,600000
9930,185000
9931,225000
9932,405000
9933,525000
9934,770000
9935,227000
9936,435000
9937,340000
9938,215000
9939,267000
9940,366000
9941,288350
9942,360000
9943,2450000
9944,242500
9945,170000
9946,399500
9947,308900
9948,146300
9949,734000
9950,359950
9951,230000
9952,450000
9953,898000
9954,285000
9955,500000
9956,435000
9957,270000
9958,605000
9959,590000
9960,447000
9961,555000
9962,219500
9963,365000
9964,630000
9965,655000
9966,826000
9967,402723
9968,306500
9969,530000
9970,822500
9971,404000
9972,663000
9973,510000
9974,865000
9975,316500
9976,799950
9977,950000
9978,285000
9979,1700000
9980,590000
9981,518000
9982,550000
9983,246500
9984,402000
9985,279000
9986,1325000
9987,518000
9988,787000
9989,274000
9990,194000
9991,286000
9992,265000
9993,329000
9994,749950
9995,510000
9996,578000
9997,509250
9998,331950
9999,1110000
10000,205500
10001,387865
10002,910000
10003,1150000
10004,532500
10005,215000
10006,338900
10007,420000
10008,858450
10009,485000
10010,317000
10011,525000
10012,347500
10013,415000
10014,442500
10015,445000
10016,274500
10017,569000
10018,360000
10019,600000
10020,208500
10021,550120
10022,295000
10023,852600
10024,409316
10025,208400
10026,559630
10027,818900
10028,601000
10029,334000
10030,510000
10031,218000
10032,282150
10033,765000
10034,250000
10035,233000
10036,1450000
10037,475000
10038,775000
10039,603500
10040,667000
10041,1210000
10042,472000
10043,220000
10044,328950
10045,360000
10046,209000
10047,545000
10048,350000
10049,450000
10050,275000
10051,565000
10052,792500
10053,930000
10054,305000
10055,189000
10056,400000
10057,910000
10058,528000
10059,620000
10060,780000
10061,352000
10062,260000
10063,254000
10064,670000
10065,285000
10066,882990
10067,2250000
10068,315000
10069,173000
10070,740000
10071,1400000
10072,344950
10073,898500
10074,267800
10075,430000
10076,539000
10077,455000
10078,210000
10079,345000
10080,426000
10081,550000
10082,604950
10083,412950
10084,463000
10085,710000
10086,350000
10087,694000
10088,218000
10089,760000
10090,335000
10091,550000
10092,868700
10093,835100
10094,716500
10095,439000
10096,1680000
10097,680000
10098,605000
10099,350000
10100,525000
10101,450000
10102,575000
10103,1000000
10104,980000
10105,460000
10106,1750000
10107,554000
10108,418000
10109,660000
10110,449000
10111,525000
10112,555000
10113,685000
10114,800000
10115,205000
10116,463000
10117,874000
10118,545000
10119,390000
10120,379000
10121,755000
10122,795000
10123,430000
10124,469950
10125,463000
10126,212000
10127,382500
10128,152000
10129,362300
10130,772650
10131,441000
10132,765000
10133,355000
10134,775000
10135,870000
10136,1275000
10137,235000
10138,495000
10139,736500
10140,324000
10141,679950
10142,194000
10143,582000
10144,578000
10145,409900
10146,206990
10147,530000
10148,1110000
10149,250250
10150,190000
10151,270000
10152,765000
10153,450000
10154,790000
10155,925000
10156,590000
10157,615000
10158,284000
10159,337000
10160,533000
10161,365000
10162,550000
10163,449000
10164,456500
10165,826000
10166,269500
10167,640000
10168,364000
10169,895000
10170,317000
10171,475000
10172,499950
10173,1600000
10174,343500
10175,355000
10176,1174660
10177,259000
10178,885000
10179,440000
10180,430000
10181,751000
10182,233000
10183,415000
10184,325000
10185,1470000
10186,290000
10187,315000
10188,365000
10189,391000
10190,753888
10191,336750
10192,385000
10193,295000
10194,434000
10195,210000
10196,707000
10197,636000
10198,3075000
10199,537000
10200,495000
10201,345000
10202,230500
10203,275000
10204,393500
10205,1110000
10206,245000
10207,275000
10208,458000
10209,700000
10210,450000
10211,292000
10212,210000
10213,540000
10214,320000
10215,302500
10216,982000
10217,406000
10218,795000
10219,420000
10220,342000
10221,635000
10222,1600000
10223,506950
10224,298800
10225,225000
10226,408506
10227,470000
10228,258500
10229,241000
10230,259950
10231,588000
10232,530000
10233,830000
10234,295000
10235,385000
10236,542000
10237,844000
10238,305000
10239,515000
10240,264950
10241,1300000
10242,605000
10243,286000
10244,235000
10245,527000
10246,84000
10247,912000
10248,1340000
10249,365000
10250,280000
10251,765000
10252,500000
10253,389900
10254,460000
10255,825000
10256,362500
10257,187250
10258,2140000
10259,525000
10260,800000
10261,420000
10262,399950
10263,395000
10264,460000
10265,605000
10266,347000
10267,430000
10268,1160000
10269,465000
10270,199950
10271,254950
10272,665000
10273,350000
10274,212000
10275,268000
10276,246000
10277,525000
10278,425000
10279,450000
10280,515000
10281,230000
10282,343000
10283,184000
10284,825000
10285,348000
10286,650000
10287,569000
10288,275000
10289,1160000
10290,265900
10291,455000
10292,1950000
10293,670950
10294,365000
10295,490000
10296,260000
10297,739500
10298,205000
10299,170000
10300,540000
10301,560000
10302,1298000
10303,435000
10304,865000
10305,290000
10306,469000
10307,535000
10308,1068000
10309,452000
10310,600000
10311,550000
10312,298450
10313,277140
10314,450000
10315,525000
10316,735000
10317,1735000
10318,305000
10319,233703
10320,374000
10321,810000
10322,710000
10323,209950
10324,2000000
10325,480000
10326,563750
10327,430000
10328,549800
10329,320000
10330,309600
10331,455000
10332,700000
10333,739000
10334,200000
10335,575000
10336,535000
10337,207000
10338,840000
10339,594000
10340,270000
10341,645000
10342,609950
10343,410000
10344,739000
10345,650000
10346,772500
10347,506000
10348,510000
10349,1150000
10350,280000
10351,910000
10352,565000
10353,310000
10354,765000
10355,900000
10356,453000
10357,405000
10358,320000
10359,287000
10360,780000
10361,399500
10362,305000
10363,205000
10364,560000
10365,430000
10366,190500
10367,825000
10368,487500
10369,385000
10370,722000
10371,386000
10372,780000
10373,550500
10374,319000
10375,295000
10376,349950
10377,375000
10378,500000
10379,690000
10380,425000
10381,560000
10382,780000
10383,420000
10384,360000
10385,410000
10386,1650000
10387,289000
10388,510000
10389,481500
10390,335000
10391,285000
10392,525000
10393,319000
10394,483500
10395,608700
10396,420000
10397,550000
10398,296500
10399,575000
10400,265000
10401,522500
10402,570000
10403,320000
10404,235500
10405,270000
10406,438400
10407,540000
10408,437500
10409,800000
10410,429950
10411,290000
10412,4668000
10413,690000
10414,420000
10415,488000
10416,790000
10417,398000
10418,285000
10419,403500
10420,450000
10421,655000
10422,680000
10423,440000
10424,178500
10425,314950
10426,303500
10427,875000
10428,733000
10429,575000
10430,259950
10431,300000
10432,245100
10433,612000
10434,937000
10435,250000
10436,825000
10437,335000
10438,600000
10439,435000
10440,830000
10441,760000
10442,198400
10443,519000
10444,315000
10445,280400
10446,557500
10447,430000
10448,420000
10449,385000
10450,613500
10451,843000
10452,689000
10453,418200
10454,388000
10455,2321000
10456,515100
10457,405000
10458,299950
10459,1720000
10460,825000
10461,725000
10462,216000
10463,585000
10464,538000
10465,383000
10466,333000
10467,250000
10468,452500
10469,671000
10470,485000
10471,460000
10472,279950
10473,210500
10474,485000
10475,637000
10476,535000
10477,449500
10478,270000
10479,314950
10480,460000
10481,204000
10482,325000
10483,375000
10484,435000
10485,320000
10486,540000
10487,330000
10488,465000
10489,850000
10490,470000
10491,464000
10492,1180500
10493,326250
10494,795000
10495,299000
10496,454280
10497,464500
10498,712000
10499,555700
10500,250000
10501,220000
10502,494900
10503,755000
10504,333500
10505,216500
10506,850000
10507,335000
10508,396000
10509,359000
10510,500000
10511,507000
10512,900000
10513,200000
10514,330000
10515,561000
10516,710000
10517,400000
10518,390000
10519,1457000
10520,430000
10521,1278000
10522,210000
10523,624950
10524,575000
10525,212000
10526,548000
10527,437000
10528,474900
10529,1150000
10530,440000
10531,197000
10532,595000
10533,295000
10534,600000
10535,840000
10536,381500
10537,535000
10538,568000
10539,375000
10540,270000
10541,411000
10542,518000
10543,328000
10544,905000
10545,330000
10546,240000
10547,255544
10548,259900
10549,455000
10550,255000
10551,740000
10552,82000
10553,400000
10554,350000
10555,283200
10556,641000
10557,333490
10558,225000
10559,479000
10560,1115500
10561,577000
10562,1160000
10563,420000
10564,600000
10565,465000
10566,275000
10567,357000
10568,270000
10569,332100
10570,365000
10571,325000
10572,250000
10573,290000
10574,574000
10575,269000
10576,445000
10577,275000
10578,242000
10579,390000
10580,695000
10581,580000
10582,313000
10583,329000
10584,445000
10585,325000
10586,530000
10587,530000
10588,495000
10589,612500
10590,409950
10591,429000
10592,303000
10593,852000
10594,465000
10595,605000
10596,2945000
10597,525000
10598,503000
10599,564000
10600,625000
10601,570000
10602,270000
10603,300000
10604,608000
10605,641000
10606,265000
10607,178000
10608,785000
10609,782000
10610,235000
10611,1059000
10612,536751
10613,595000
10614,248000
10615,294000
10616,314000
10617,799000
10618,926500
10619,338500
10620,425000
10621,620000
10622,1098000
10623,310000
10624,357500
10625,425000
10626,255000
10627,580135
10628,206000
10629,454200
10630,272000
10631,353500
10632,310000
10633,399000
10634,294000
10635,375000
10636,1265000
10637,597000
10638,1506000
10639,536500
10640,625000
10641,285000
10642,425000
10643,1095000
10644,635000
10645,600000
10646,470000
10647,502000
10648,1520000
10649,372000
10650,699000
10651,348000
10652,295000
10653,610000
10654,250000
10655,223000
10656,665000
10657,500000
10658,230000
10659,290000
10660,465000
10661,850000
10662,299000
10663,705000
10664,367500
10665,360000
10666,1225000
10667,540000
10668,592000
10669,464000
10670,750000
10671,735000
10672,292000
10673,465000
10674,374900
10675,1400000
10676,550000
10677,744000
10678,945000
10679,508300
10680,350000
10681,230000
10682,150000
10683,372500
10684,665000
10685,390000
10686,265000
10687,585000
10688,555000
10689,928950
10690,1333000
10691,311000
10692,365000
10693,230000
10694,900000
10695,585000
10696,800000
10697,229000
10698,590000
10699,300000
10700,1187500
10701,925000
10702,249950
10703,254500
10704,246950
10705,400000
10706,554000
10707,480000
10708,557000
10709,180000
10710,680000
10711,340000
10712,660000
10713,340000
10714,400000
10715,280000
10716,1360000
10717,360000
10718,472500
10719,834995
10720,375000
10721,250000
10722,205000
10723,449228
